Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
Adobe PhotoDeluxe,pdd,Digital Still Image,NF00104,,,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/167,,,https://www.wikidata.org/wiki/Q28206952,http://fileformats.archiveteam.org/wiki/PhotoDeluxe,,https://en.wikipedia.org/wiki/Adobe_PhotoDeluxe,,,,Moderate Risk,Transform,"Transform to TIFF, JPEG, or JPEG2000",Proprietary format; transform into standard format.,Adobe Photoshop
Adobe Photoshop,psd,Digital Still Image,NF00105,image/vnd.adobe.photoshop,https://www.adobe.com/devnet-apps/photoshop/fileformatashtml/,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/92,https://www.loc.gov/preservation/digital/formats/fdd/fdd000523.shtml,,https://www.wikidata.org/wiki/Q2141903,http://fileformats.archiveteam.org/wiki/PSD,,https://en.wikipedia.org/wiki/Adobe_Photoshop#File_format,https://docs.fileformat.com/image/psd/,,,Low Risk,Transform,Transform to TIFF or JPEG2000,This is a native Photoshop file used to retain certain editing functions and is considered an intermediate production file. These files should be converted to a standardized flattened format.,Adobe Photoshop
Adobe Photoshop Duotone Options,ado,Software and Code,NF00697,,https://www.adobe.com/devnet-apps/photoshop/fileformatashtml/#50577411_pgfId-1064451,,,,https://www.wikidata.org/wiki/Q28551337,http://fileformats.archiveteam.org/wiki/Photoshop,,https://en.wikipedia.org/wiki/Adobe_Photoshop,,,,Moderate Risk,Retain,Retain,".ado is a Photoshop Duotone Options settings file. It is not clear if this is a plain text file, but it should not be reformatted since it is needed for settings.",Any supported text editor
Adobe Premiere Pro Project,prproj,Digital Video,NF00818,text/xml,,,,,https://www.wikidata.org/wiki/Q105864404,http://fileformats.archiveteam.org/wiki/Premiere_Pro,,https://en.wikipedia.org/wiki/Adobe_Premiere_Pro,https://docs.fileformat.com/video/prproj/,https://community.adobe.com/t5/premiere-pro-discussions/premiere-pro-cc-project-file-prproj-no-longer-xml/m-p/5350271,,Moderate Risk,Retain,Retain but extract files from the container,"Adobe Premiere Pro Project files (PRPROJ) are containers created by the video editing software Adobe Premiere Pro. PRPROJ stores all the components of a video editing project and those components can include video clips, audio clips, effects, sequencing, and transitions. This proprietary file format is not compatible with other video editing software and is XML based. Project files created with Premiere Pro 1.0 and on are encoded with GZIP, a compressed file format. Adobe Premiere Pro was initially released in 2003 by Adobe. PRPROJ files should be retained as-is, as well as the components within the container should be extracted. ",Any supported text editor; Adobe Premiere Pro
Adobe Type 1 PostScript Adobe Font Metrics or Print Font Metrics File,pfm|afm,Software and Code,NF00538,application/octet-stream,https://web.archive.org/web/20171021130312/https://wwwimages2.adobe.com/content/dam/acom/en/devnet/font/pdfs/T1_SPEC.pdf,https://www.nationalarchives.gov.uk/PRONOM/fmt/509,,,https://www.wikidata.org/wiki/Q58725633,http://fileformats.archiveteam.org/wiki/Adobe_Type_1,,https://en.wikipedia.org/wiki/PostScript_fonts,,,,Moderate Risk,Retain,Retain,"Adobe Type 1, also named PostScript Type 1, is an outline font format that was widely used. In 2023, Adobe discontinued support for Adobe Type 1. A member of the PostScript font family, it is sometimes called ATM font in reference to the Adobe Type Manager software. An AFM file is plain text and provides both global metrics for a font program and the metrics of each individual character. The PFM is a binary version of the AFM file generated during installation. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",LCDF Type Software
Adobe Type 1 PostScript Printer Font Binary,pfb,Software and Code,NF00386,application/octet-stream,https://web.archive.org/web/20171021130312/https://wwwimages2.adobe.com/content/dam/acom/en/devnet/font/pdfs/T1_SPEC.pdf,https://www.nationalarchives.gov.uk/PRONOM/fmt/525,,,https://www.wikidata.org/wiki/Q6026738,http://fileformats.archiveteam.org/wiki/Adobe_Type_1,,https://en.wikipedia.org/wiki/PostScript_fonts,,,,Moderate Risk,Retain,Retain,"Adobe Type 1, also named PostScript Type 1, is an outline font format that was widely used. In 2023, Adobe discontinued support for Adobe Type 1. A member of the PostScript font family, it is sometimes called ATM font in reference to the Adobe Type Manager software. The PFB file is the font binary. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",LCDF Type Software
Advanced Audio Coding (AAC) MPEG-2 Audio,aac,Digital Audio,NF00106,audio/aac,https://www.iso.org/standard/43345.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000036.shtml,,https://www.wikidata.org/wiki/Q337594,http://fileformats.archiveteam.org/wiki/AAC,https://forensics.wiki/aac/,https://en.wikipedia.org/wiki/Advanced_Audio_Coding,https://docs.fileformat.com/audio/aac/,,,Moderate Risk,Retain,Retain,"Advanced Audio Coding (AAC) is a lossy audio compression. Advanced Audio Coding was first defined in MPEG-2, part 7 in 1997 by the Motion Picture Experts Group (MPEG). AAC can be a standalone file format or it can be stored in other containers/wrappers. MPEG-2 Audio AAC is an open standard, is still supported by MPEG, and has open source tools available for transcoding. It recommended to retain AAC MP2 files as-is. ",FFmpeg; VLC; Windows Media Player
Advanced Audio Coding (AAC) MPEG-4 Low Complexity Object,aac|mp4|m4a,Digital Audio,NF00108,audio/aac,https://www.iso.org/standard/79110.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000233.shtml,,https://www.wikidata.org/wiki/Q337594,http://fileformats.archiveteam.org/wiki/AAC,https://forensics.wiki/aac/,https://en.wikipedia.org/wiki/Advanced_Audio_Coding,https://docs.fileformat.com/audio/aac/,,,Moderate Risk,Retain,Retain,"Advanced Audio Coding MPEG-4 Low Complexity Object (AAC-LC) is a lossy audio compression. Advanced Audio Coding was first defined in MPEG-2, part 7 in 1997 and updated in MPEG-4, part 3 in 1999 by the Motion Picture Experts Group (MPEG). Low Complexity is mostly used for audio on the iPhone. AAC can be a standalone file format or it can be stored in other containers/wrappers like MP4 or M4A. MPEG-4 audio is an open standard, is still supported by MPEG, widely used in the community and has open source tools available for transcoding. It is recommended to retain AAC MPEG-4 Low Complexity files as-is.",FFmpeg; VLC; Windows Media Player
Advanced Audio Coding (AAC) QuickTime,qta|aac|m4p|mp3,Digital Audio,NF00392,audio/aac|audio/mpeg,https://www.iso.org/standard/79110.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000110.shtml,,https://www.wikidata.org/wiki/Q337594,http://fileformats.archiveteam.org/wiki/AAC,,https://en.wikipedia.org/wiki/QuickTime,https://docs.fileformat.com/video/qt/,https://developer.apple.com/library/archive/documentation/QuickTime/QTFF/QTFFChap1/qtff1.html#//apple_ref/doc/uid/TP40000939-CH203-BBCGDDDF,,Moderate Risk,Transform,Transform to BWF or MP3 as appropriate,"Advanced Audio Coding (AAC) is a lossy audio compression that can be packaged into various containers like QuickTime (QT) or MPEG-4 (MP4). Advanced Audio Coding was first defined in MPEG-2 part 7 in 1997, and updated in MPEG-4 part 3 in 1999 by the Moving Picture Experts Group (MPEG). Quicktime is a multimedia container format developed by Apple in 1991 and continues to be supported. QuickTime is a proprietary audio format with open specifications and open source tools for transcoding. It is recommended that Advanced Audio Coding (AAC) QuickTime should be transformed to BWF or MP3 as appropriate. ",FFmpeg; VLC; Windows Media Player
"Advanced Audio Coding (AAC) with MPEG-4, V.2",aac,Digital Audio,NF00107,audio/aac,https://www.iso.org/standard/79110.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000114.shtml,,https://www.wikidata.org/wiki/Q337594,http://fileformats.archiveteam.org/wiki/AAC,,https://en.wikipedia.org/wiki/Advanced_Audio_Coding,,,,Moderate Risk,Retain,Retain,"Advanced Audio Coding (AAC) is a lossy audio compression that can be packaged into various containers like MPEG-4 (MP4). Advanced Audio Coding was first defined in MPEG-2 part 7 in 1997, and updated in MPEG-4 part 3 in 1999 by the Moving Picture Experts Group (MPEG). MPEG-4 audio is an open standard and is still supported by MPEG. It is widely used in the community and has open source tools available for transcoding. It is recommended to retain AAC MPEG-4 files as-is.",FFmpeg; VLC; Windows Media Player
Advanced Systems Format unspecified version,asf,Digital Video|Digital Audio,NF00109,video/x-ms-asf|application/vnd.ms-asf,http://web.archive.org/web/20140419205228/http://msdn.microsoft.com/en-us/library/bb643323.aspx,https://www.nationalarchives.gov.uk/PRONOM/fmt/131,https://www.loc.gov/preservation/digital/formats/fdd/fdd000067.shtml,,https://www.wikidata.org/wiki/Q379741,http://fileformats.archiveteam.org/wiki/ASF,,https://en.wikipedia.org/wiki/Advanced_Systems_Format,https://docs.fileformat.com/video/asf/,,A number of ASF files in NARA's holdings have only been identified by their extensions. NF00109 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, may be audio or video file.","Advanced Systems Format (ASF) is a proprietary Microsoft multimedia format used for storing bitstreams and is a subset of Windows Media Video (WMV) format. Contained bitstreams can include audio, video, still images, and scripts. ASF can also be used with SAMI (Synchronized Accessible Media Exchange). ASF was released in 1998 within the Media Foundation framework. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family. While ASF is well documented, it is no longer supported in the marketplace. It is recommended to identify whether ASF is proportionally audio or video. Audio should be retained as-is and video should be transformed to AVI. ",FFmpeg; VLC; Windows Media Player
American Standard Code for Information Interchange (ASCII) 7-bit Text,txt|asc|csv|tab,Textual and Word Processing,NF00113,text/plain,https://www.iso.org/standard/4777.html,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/22,,,https://www.wikidata.org/wiki/Q62619688,http://fileformats.archiveteam.org/wiki/ASCII,https://forensics.wiki/ascii/,https://en.wikipedia.org/wiki/ASCII#7-bit_codes,,http://www.columbia.edu/kermit/ascii.html,,Low Risk,Retain,Retain,"American Standard Code for Information Interchange (ASCII) is a character encoding for the representation of text as bits. ASCII 7-bit uses numerical values to represent 128 characters. Originally developed for teletypes, ASCII is a well-established standard that was first issued in 1963 and is still maintained. The ASCII has standard open specifications and is widely supported. ASCII 7-bit is considered a preferred format as per NARA Transfer Guidance, so it is recommended that ASCII files be retained as-is.",Any supported text editor
American Standard Code for Information Interchange (ASCII) 8-bit Text,txt|asc|csv|tab,Textual and Word Processing,NF00114,text/plain,https://www.iso.org/standard/28245.html,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/283,,,https://www.wikidata.org/wiki/Q63036182,http://fileformats.archiveteam.org/wiki/ASCII,https://forensics.wiki/ascii/,https://en.wikipedia.org/wiki/ASCII#8-bit_codes,,http://www.columbia.edu/kermit/ascii.html,,Low Risk,Retain,Retain,"American Standard Code for Information Interchange (ASCII) is a character encoding for the representation of text as bits. ASCII 8-bit, or extended ASCII, uses numerical values to represent 256 characters. Originally developed for teletypes, ASCII is a well-established standard that was first issued in 1963; the ASCII 8-bit extension of the standard was issued in 1981 and continues to be maintained. The ASCII standard has open specifications and is widely supported, therefore, it is recommended that ASCII files be retained as-is.",Any supported text editor
