NARA Guidance: Preferred,NARA Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Record Type/Plan(s),Is the format proprietary? ,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification? ,Has the specification been approved and published by an internationally recognized standards body? ,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available? ,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect essential characteristics?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files? ,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption? ,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking? ,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score ,Risk/Sustainability Factor Status,Number of identified files in the combined NARA holdings,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,-6,Moderate Risk,NF00223,Keynote presentation file,key,Presentation and Publishing,-1,-1,2,0,0,0,-2,2,2,-1,-1,0,0,0,0,-1,1,-1,0,-1,1,0,1,-1,0,1,2,2,4,-2,1,-2,1,-2,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-6,Moderate Risk,4803,0,-5,-3,-14
,,-25,High Risk,NF00578,Kodak Cineon,cin,Digital Cinema,-1,-1,0,-2,0,-4,-2,-2,0,-1,-1,-6,-1,0,0,-1,0,0,0,-2,1,1,1,0,0,3,2,2,4,-2,0,-2,-2,-6,-1,-1,0,-1,-3,-1,0,-1,-1,0,-3,1992,-4,1996,-4,-8,-25,High Risk,,0,-5,-5,-35
,,-21,High Risk,NF00471,Kodak Photo-Enhancer,kdc,Digital Still Image,-1,-1,-1,-1,-1,-5,2,2,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,,-4,-8,-21,High Risk,21,0,-5,3,-23
,,-11,Moderate Risk,NF00224,Kodak PhotoCD,pcd,Digital Still Image,-1,-1,-1,-2,0,-5,-2,-1,-1,2,-1,-3,-1,1,0,0,0,-1,-1,-2,1,1,1,0,2,5,2,2,4,1,-2,0,1,0,-1,0,0,-1,-2,0,0,0,0,0,0,1992,-4,2004,-4,-8,-11,Moderate Risk,104,0,-5,-3,-19
,,-21,High Risk,NF00472,Kodak RAW,dcr,Digital Still Image,-1,-1,-1,-1,-1,-5,2,2,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,,-4,-8,-21,High Risk,42,0,-5,3,-23
,,25,Low Risk,NF00225,LaTeX Master Document,tex,Presentation and Publishing,2,2,2,-2,0,4,-2,2,2,2,-1,3,1,1,1,1,1,1,1,7,1,-1,0,-1,2,1,2,2,4,1,1,1,1,4,1,0,2,1,4,0,2,0,0,0,2,1983,-4,2018,0,-4,25,Low Risk,3772,0,-5,-3,17
,,1,Moderate Risk,NF00226,Lock File,lck; lock,Software and Code,0,-1,0,-2,0,-3,0,0,0,0,-1,-1,1,0,0,1,1,1,1,5,0,0,0,0,0,0,2,2,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,2,1963,-4,,-4,-8,1,Moderate Risk,1984,0,-5,5,1
,,32,Low Risk,NF00227,Log File,log,Software and Code,2,2,0,2,2,8,2,2,0,2,-1,5,1,1,0,1,1,1,1,6,0,0,0,0,0,0,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,2001,-4,2009,-2,-6,32,Low Risk,49483,0.002,-5,5,32
,,-6,Moderate Risk,NF00233,Lotus 1-2-3 Chart,pic,Digital Design,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1983,-4,1997,-4,-8,-6,Moderate Risk,198,0,-5,-3,-14
,,-3,Moderate Risk,NF00228,Lotus 1-2-3 Worksheet 1.0 and 1A,wks; 123,Spreadsheets,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1983,-4,1991,-4,-8,-3,Moderate Risk,134,0,-5,3,-5
,,-6,Moderate Risk,NF00229,Lotus 1-2-3 Worksheet 2.0,wk1; wk2,Spreadsheets,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1984,-4,1993,-4,-8,-6,Moderate Risk,5565,0,-5,3,-8
,,-6,Moderate Risk,NF00230,Lotus 1-2-3 Worksheet 3.0,wk3,Spreadsheets,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1987,-4,1992,-4,-8,-6,Moderate Risk,20626,0.001,-5,3,-8
,,-6,Moderate Risk,NF00231,Lotus 1-2-3 Worksheet 4.0,wk4,Spreadsheets,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,1994,-4,-8,-6,Moderate Risk,37,0,-5,3,-8
,,-6,Moderate Risk,NF00232,Lotus 1-2-3 Worksheet 5.0,wk5,Spreadsheets,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1994,-4,1997,-4,-8,-6,Moderate Risk,36,0,-5,3,-8
,,6,Moderate Risk,NF00234,Lotus Approach 97 Database View File,apr,Databases,-1,2,2,-2,-1,0,-2,2,2,-1,2,3,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,1997,-4,2008,-2,-6,6,Moderate Risk,1,0,-5,-3,-2
,,6,Moderate Risk,NF00579,Lotus Approach Database View File,apt,Databases,-1,2,2,-2,-1,0,-2,2,2,-1,2,3,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,1991,-4,2008,-2,-6,6,Moderate Risk,,0,-5,-3,-2
,,-8,Moderate Risk,NF00235,Lotus Freelance 1-2.1,pre,Presentation and Publishing,-1,-1,0,0,0,-2,-2,0,-1,0,-1,-4,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-8,Moderate Risk,1,0,-5,-3,-16
,,-8,Moderate Risk,NF00236,Lotus Freelance Smartmaster Graphics,mas,Presentation and Publishing,-1,-1,0,0,0,-2,-2,0,-1,0,-1,-4,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-8,Moderate Risk,1636,0,-5,-3,-16
,,8,Moderate Risk,NF00237,Lotus Notes Database 2,nsf; ns2,Databases,-1,2,2,-2,-1,0,-2,2,2,-1,2,3,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,8,Moderate Risk,27,0,-5,3,6
,,8,Moderate Risk,NF00238,Lotus Notes Database 3,nsf; ns3,Databases,-1,2,2,-2,-1,0,-2,2,2,-1,2,3,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,8,Moderate Risk,27,0,-5,3,6
,,8,Moderate Risk,NF00239,Lotus Notes Database 4,nsf; ns4,Databases,-1,2,2,-2,-1,0,-2,2,2,-1,2,3,0,1,1,-1,1,1,-1,2,1,0,0,-1,2,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,-1,2,0,0,0,1,2010,-2,2012,-2,-4,8,Moderate Risk,27,0,-5,3,6
,,-34,High Risk,NF00240,MacPaint Graphics,pnt,Digital Still Image,-1,-1,-1,-2,-1,-6,-2,-1,-1,-1,-1,-6,-1,-1,0,-1,-1,0,0,-4,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1984,-4,1988,-4,-8,-34,High Risk,20,0,-5,-3,-42
,,-34,High Risk,NF00241,MacPaint Image,mac; pntg; pic,Digital Still Image,-1,-1,-1,-2,-1,-6,-2,-1,-1,-1,-1,-6,-1,-1,0,-1,-1,0,0,-4,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1984,-4,1988,-4,-8,-34,High Risk,112758,0.006,-5,-3,-42
,,7,Moderate Risk,NF00242,Macromedia Flash 6,swf,Digital Video; Software and Code; Web Records,-1,2,2,-2,2,3,-2,-1,-1,2,-1,-3,-1,0,0,-1,1,1,0,0,-1,0,-1,0,0,-2,2,2,4,1,1,1,-2,1,0,0,1,1,2,2,2,2,2,2,10,1997,-4,2004,-4,-8,7,Moderate Risk,1,0,-5,5,7
,,11,Moderate Risk,NF00243,Macromedia Flash 7,swf,Digital Video; Software and Code; Web Records,-1,2,2,-2,2,3,-2,-1,-1,2,-1,-3,-1,0,0,1,1,1,0,2,-1,0,-1,0,0,-2,2,2,4,1,1,1,-2,1,0,0,1,1,2,2,2,2,2,2,10,1998,-4,2013,-2,-6,11,Moderate Risk,2,0,-5,5,11
,,10,Moderate Risk,NF00193,Macromedia Flash Video,flv; f4v,Digital Video,2,2,2,-2,2,6,2,2,2,2,-1,7,-1,-1,1,-1,1,-1,-1,-3,1,1,0,0,0,2,2,2,4,-2,-2,1,-2,-5,1,0,0,-1,0,-1,2,2,0,2,5,2003,-4,2008,-2,-6,10,Moderate Risk,35,0,-5,3,8
,,7,Moderate Risk,NF00580,Macromedia Shockwave Flash version 5,swf,Digital Video; Software and Code; Web Records,-1,2,2,-2,2,3,-2,-1,-1,2,-1,-3,-1,0,0,-1,1,1,0,0,-1,0,-1,0,0,-2,2,2,4,1,1,1,-2,1,0,0,1,1,2,2,2,2,2,2,10,1996,-4,2004,-4,-8,7,Moderate Risk,97881,0.005,-5,3,5
,,10,Moderate Risk,NF00244,Maker Interchange Format,mif,Presentation and Publishing,-1,2,2,-2,1,2,2,2,2,2,-1,7,1,1,1,-1,1,0,1,4,0,1,1,-1,2,3,2,2,4,-2,-2,1,-2,-5,-1,1,0,-1,-1,0,0,0,0,0,0,1995,-4,2018,0,-4,10,Moderate Risk,203,0,-5,-3,2
,,14,Moderate Risk,NF00581,MarkLogic,json; rdf,Databases,-1,2,0,2,0,3,-2,2,2,2,2,6,1,0,1,-1,1,1,0,3,1,1,1,1,1,5,2,2,4,-2,-2,1,-2,-5,0,0,0,0,0,,0,0,0,0,0,2005,-2,2019,0,-2,14,Moderate Risk,,0,-5,3,12
,X,28,Low Risk,NF00245,Material Exchange Format ,mxf,Digital Video,2,2,2,2,2,10,2,2,2,2,2,10,-1,-1,0,1,1,-1,1,0,1,1,1,0,1,4,2,2,4,1,1,1,-2,1,1,1,1,1,4,-1,2,-1,-1,2,1,2004,-4,2011,-2,-6,28,Low Risk,27142,0.001,-5,5,28
,,-10,Moderate Risk,NF00582,Mathematica Computable Document Format,cdf,Multimedia,-1,-1,0,0,0,-2,-2,-2,-1,2,-1,-4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,-2,-2,1,-2,-5,-1,-1,0,1,-1,0,0,0,0,0,0,2011,-2,2019,0,-2,-10,Moderate Risk,,0,-5,-3,-18
,,-8,Moderate Risk,NF00246,Mathematica Notebook,nb,Multimedia,-1,-1,0,0,0,-2,-2,2,2,-1,-1,0,0,0,-1,-1,1,0,0,-1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-8,Moderate Risk,3,0,-5,-3,-16
X,,34,Low Risk,NF00247,MBOX Email Format,mbox,Email,2,2,2,-1,-1,4,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,0,0,1,2,-1,2,-1,2,2,4,2001,-4,2013,-2,-6,34,Low Risk,110,0,-5,5,34
,,0,Moderate Risk,NF00248,MET Metafile,met,Digital Still Image,-1,2,0,-2,2,1,-2,-2,-1,0,-1,-6,0,1,0,1,1,1,0,4,0,1,0,0,0,1,2,2,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1987,-4,2001,-4,-8,0,Moderate Risk,3234,0,-5,-3,-8
,,38,Low Risk,NF00334,MHTML: MIME Encapsulation of Aggregate Documents,mht; mhtml,Web Records,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1999,-4,1999,-4,-8,38,Low Risk,13813,0.001,-5,5,38
,,-22,High Risk,NF00249,Micrografx Designer 3.1,drw ,Digital Design,-1,-1,2,-2,-1,-3,0,0,0,-1,-1,-2,-1,-1,,,1,,,-1,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,,,,,0,,,,,,0,1992,-4,1992,-4,-8,-22,High Risk,2,0,-5,-3,-30
,,-22,High Risk,NF00250,Micrografx Draw 2.0,drw ,Digital Design,-1,-1,2,-2,-1,-3,0,0,0,-1,-1,-2,-1,-1,,,1,,,-1,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,,,,,0,,,,,,0,1994,-4,1994,-4,-8,-22,High Risk,2,0,-5,-3,-30
,,-22,High Risk,NF00251,Micrografx Draw 3.0,drw,Digital Design,-1,-1,2,-2,-1,-3,0,0,0,-1,-1,-2,-1,-1,,,1,,,-1,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,,,,,0,,,,,,0,1991,-4,1991,-4,-8,-22,High Risk,2,0,-5,-3,-30
,,-22,High Risk,NF00252,Micrografx Draw 4.0,ds4,Digital Design,-1,-1,2,-2,-1,-3,0,0,0,-1,-1,-2,-1,-1,,,1,,,-1,-1,-1,-1,-1,-1,-5,2,0,2,-2,-2,1,-2,-5,,,,,0,,,,,,0,1996,-4,1996,-4,-8,-22,High Risk,12404,0.001,-5,-3,-30
,,4,Moderate Risk,NF00498,Microsoft Access 2,mdb,Databases,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1994,-4,1995,-4,-8,4,Moderate Risk,,0,-5,,-1
,,4,Moderate Risk,NF00253,Microsoft Access 2000,mdb,Databases,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,,-4,,-4,-8,4,Moderate Risk,12,0,-5,3,2
,,6,Moderate Risk,NF00256,Microsoft Access 2002,mdb,Databases,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,2001,-4,2007,-2,-6,6,Moderate Risk,2,0,-5,3,4
,,10,Moderate Risk,NF00254,Microsoft Access 2007,mdb; accdb,Databases,-1,-1,-1,0,0,-3,-2,2,-1,2,-1,0,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2007,-2,2016,0,-2,10,Moderate Risk,14248,0.001,-5,3,8
,,10,Moderate Risk,NF00494,Microsoft Access 2010,accdb,Databases,-1,-1,-1,0,0,-3,-2,2,-1,2,-1,0,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2010,-2,2016,0,-2,10,Moderate Risk,14248,0.001,-5,3,8
,,10,Moderate Risk,NF00495,Microsoft Access 2013,accdb,Databases,-1,-1,-1,0,0,-3,-2,2,-1,2,-1,0,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2013,-2,2016,0,-2,10,Moderate Risk,14248,0.001,-5,3,8
,,12,Moderate Risk,NF00496,Microsoft Access 2016,accdb,Databases,-1,-1,-1,0,0,-3,-2,2,-1,2,-1,0,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2016,0,2018,0,0,12,Moderate Risk,14248,0.001,-5,3,10
,,12,Moderate Risk,NF00497,Microsoft Access 2019,accdb,Databases,-1,-1,-1,0,0,-3,-2,2,-1,2,-1,0,1,0,0,-1,1,1,1,3,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,0,2,2,2018,0,2018,0,0,12,Moderate Risk,14248,0.001,-5,3,10
,,6,Moderate Risk,NF00499,Microsoft Access 95,mdb,Databases,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1995,-4,2010,-2,-6,6,Moderate Risk,14248,0.001,-5,3,4
,,6,Moderate Risk,NF00255,Microsoft Access 97,mdb,Databases,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,1,-1,1,1,0,1,1,-1,1,-1,2,2,2,2,4,-2,1,1,1,1,1,0,0,0,1,-1,2,2,0,0,3,1997,-4,2010,-2,-6,6,Moderate Risk,13,0,-5,3,4
,,23,Low Risk,NF00257,Microsoft Active Server Page,asp,Software and Code,-1,2,2,-2,2,3,-2,2,-1,2,-1,0,1,1,2,1,1,1,1,8,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,0,0,2,6,1996,-4,2002,-4,-8,23,Low Risk,51549,0.003,-5,5,23
,,27,Low Risk,NF00583,Microsoft ASP.NET,aspx,Software and Code,-1,2,2,-2,2,3,-2,2,-1,2,-1,0,1,1,2,1,1,1,1,8,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,0,0,2,6,2002,-4,2019,0,-4,27,Low Risk,32126,0.002,-5,5,27
,,-26,High Risk,NF00169,Microsoft Dynamic Link Library,dll; ocx; drv,Software and Code,-1,-1,-1,-2,-1,-6,0,0,-1,0,-1,-2,-1,0,0,0,1,-1,-1,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,-6,0,0,0,-1,-1,-1,0,-1,-1,2,-1,1985,-4,1987,-4,-8,-26,High Risk,220776,0.011,-5,5,-26
,,5,Moderate Risk,NF00259,Microsoft Excel 2.x,xls,Spreadsheets,-1,-1,2,0,0,0,2,2,-1,-1,2,4,0,0,1,-1,0,1,0,1,1,1,1,-1,0,2,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,5,Moderate Risk,2,0,-5,3,3
,X,25,Low Risk,NF00260,Microsoft Excel 2000-2003,xls,Spreadsheets,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,-1,1,1,1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,2008,-2,2018,0,-2,25,Low Risk,2677179,0.134,-5,3,23
,,6,Moderate Risk,NF00261,Microsoft Excel 3.0,xls,Spreadsheets,-1,-1,2,0,0,0,2,2,-1,-1,2,4,0,0,1,-1,0,1,0,1,1,1,1,-1,1,3,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,6,Moderate Risk,26,0,-5,3,4
,,11,Moderate Risk,NF00262,Microsoft Excel 4.0,xls,Spreadsheets,-1,-1,2,0,0,0,2,2,-1,2,2,7,0,0,1,-1,1,1,0,2,1,1,1,-1,1,3,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,11,Moderate Risk,21,0,-5,3,9
,X,19,Moderate Risk,NF00263,Microsoft Excel 97,xls,Spreadsheets,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,-1,1,1,1,3,1,1,1,-1,1,3,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,1997,-4,2003,-4,-8,19,Moderate Risk,143,0,-5,5,19
,,-3,Moderate Risk,NF00264,Microsoft Excel Backup,xlk,Spreadsheets,-1,-1,-1,0,0,-3,-2,-1,2,2,0,1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,-3,Moderate Risk,1483,0,-5,3,-5
,,3,Moderate Risk,NF00265,Microsoft Excel for Macintosh 2001,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,,3,Moderate Risk,NF00266,Microsoft Excel for Macintosh 2002,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,,3,Moderate Risk,NF00267,Microsoft Excel for Macintosh 2004,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,,-2,Moderate Risk,NF00268,Microsoft Excel for Macintosh 3.0,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,-1,0,0,0,0,1,-1,0,1,0,1,1,1,1,-1,0,2,2,2,4,0,1,1,1,3,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,-2,Moderate Risk,924,0,-5,3,-4
,,3,Moderate Risk,NF00269,Microsoft Excel for Macintosh 4.0,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,X,3,Moderate Risk,NF00270,Microsoft Excel for Macintosh 98,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,X,3,Moderate Risk,NF00271,Microsoft Excel for Macintosh v.X,xls,Spreadsheets,-1,-1,-1,0,0,-3,0,2,-1,2,0,3,0,0,1,-1,1,1,0,2,1,1,1,-1,0,2,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,0,-1,-1,,-4,,-4,-8,3,Moderate Risk,924,0,-5,3,1
,X,31,Low Risk,NF00272,Microsoft Excel Office Open XML,xlsx,Spreadsheets,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,1,1,2,-1,4,2,2,4,-2,1,1,1,1,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-2,2016,0,-2,31,Low Risk,887126,0.044,-5,5,31
,,-1,Moderate Risk,NF00273,Microsoft Excel Workspace,xlw,Spreadsheets,-1,-1,-1,0,0,-3,-2,-1,-1,2,2,0,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,2,2,4,0,1,1,1,3,-1,-1,1,1,0,0,2,-1,0,2,3,,-4,,-4,-8,-1,Moderate Risk,3,0,-5,3,-3
,,-2,Moderate Risk,NF00276,Microsoft FrontPage Binary Tree Index,btr,Software and Code,2,-1,-1,-2,0,-2,-2,2,-1,2,-1,0,-1,0,0,-1,-1,0,0,-3,-1,1,-1,0,0,-1,2,2,4,0,1,1,0,2,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-2,-6,-2,Moderate Risk,2,0,-5,-3,-10
,,7,Moderate Risk,NF00277,Microsoft FrontPage Server Extension Configuration File,frontpg.ini; frontpg.cnf,Software and Code,2,-1,-1,-2,0,-2,-2,2,-1,2,-1,0,1,0,0,1,1,1,1,5,-1,1,-1,0,0,-1,2,2,4,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,4,1995,-4,2007,-2,-6,7,Moderate Risk,12192,0.001,-5,3,5
