NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),1.1: Is the format proprietary?,1.2: Does the format have a published open specification?,"1.3: If there is a published specification, has it been approved and published by an internationally recognized standards organization?","1.4: When was the format specification for this version last updated (or, if the last updated date is not available, when was it created)?",1: TOTAL Disclosure Score,2.1: Has the file format commonly been used to create or maintain permanent records within the federal government at any point in time?,"2.2: Is the format, or format family, actively maintained and updated by an organization or community?",2.3: Have the archives or library communities identified the format as one to avoid for creation and transfer of permanent materials?,2: TOTAL Adoption Score,"3.1: Is the format character-based, rather than binary?",3.2: Is there an internal signature in an authoritative format registry that can be used to identify a file in this format?,3.3: Does the format require the use of compression?,"3.4: If the format requires the use of compression, can it be lossy?",3.5: Does this format support declared or hidden embedded data?,"3.6: If the format supports declared or hidden embedded data, does the format list or provide standard information about embedded data?",3: TOTAL Transparency Score,4.1: Does the format natively include metadata that documents the file and the technical environment used to create (and/or modify) it?,4.2: Does the format support adding embedded descriptive and administrative metadata through manual or automated processes?,4: TOTAL Self-Documentation Score,"5.1: Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","5.2: Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",5: TOTAL External Hardware Dependencies Score,6.1: Are renderers available?,"6.2: If renderers are available, is at least one of them open source?","6.3: Does the format rely on plug-ins and/or scripts, etc. to render or execute files?",6.4: Can the format be rendered or executed in more than one computing operating system?,6.5: Is there software supported by current computing environments that can create the format?,6: TOTAL External Software Dependencies Score,7.1: Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,7.2: Does the format have open source license terms?,7: TOTAL Impact of Patents Score,8.1: Does the format require the use of encryption?,"8.2: If the format requires the use of encryption, is it robust (cryptographically secure)?",8.3: Does the format natively allow the use of technical protection measures (e.g. digital rights management)?,8: TOTAL Technical Protection Mechanisms Score,TOTAL Numeric Risk Rating,Risk Level,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,Feasibility Score,NARA TOTAL
,,21.00,Moderate Risk,NF00378,Portable Document Format/Exchange (PDF/X) version 3:2002,pdf,Presentation and Publishing,Yes,Yes,Yes,2023,3,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,No,-4,No,N/A,Yes,0,21.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,19.00
,,21.00,Moderate Risk,NF00379,Portable Document Format/Exchange (PDF/X) version 3:2003,pdf,Presentation and Publishing,Yes,Yes,Yes,2020,3,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,Yes,No,-4,No,N/A,Unknown,0,21.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,19.00
,,0.00,Moderate Risk,NF00847,Portable Executable unspecified version,pe|efi|ocx|sys|apl,Software and Code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Moderate Risk,0.000,-5,No transformation is needed,-5.00
,,31.00,Low Risk,NF00381,Portable Network Graphics 1.0,png,Digital Still Image,No,Yes,Yes,1996,6,Unknown,Yes,No,3,No,Yes,Yes,No,No,N/A,1,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,No,6,No,Yes,4,No,N/A,No,4,31.00,Low Risk,0.000,-5,No transformation is needed,26.00
,,31.00,Low Risk,NF00382,Portable Network Graphics 1.1,png,Digital Still Image,No,Yes,Yes,1998,6,Unknown,Yes,No,3,No,Yes,Yes,No,No,N/A,1,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,No,6,No,Yes,4,No,N/A,No,4,31.00,Low Risk,0.000,-5,No transformation is needed,26.00
X,X,33.00,Low Risk,NF00383,Portable Network Graphics 1.2,png,Digital Still Image,No,Yes,Yes,1999,6,Unknown,Yes,No,3,No,Yes,Yes,No,No,N/A,1,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,33.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,33.00
,,31.00,Low Risk,NF00647,Portable Network Graphics unspecified version,png,Digital Still Image,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.00,Low Risk,0.035,-5,No transformation is needed,26.00
,,17.00,Moderate Risk,NF00384,PostScript 2.0,ps,Presentation and Publishing,Yes,Yes,No,1990,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,Unknown,0,No,N/A,No,4,17.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,9.00
,,17.00,Moderate Risk,NF00385,PostScript 3.0,ps,Presentation and Publishing,Yes,Yes,No,1999,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,Unknown,0,No,N/A,No,4,17.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,9.00
,,17.00,Moderate Risk,NF00852,PostScript unspecified version,ps,Presentation and Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,9.00
,X,25.00,Low Risk,NF00388,Product Representation Compact,prc,Digital Design and Vector Graphics,No,Yes,Yes,2021,6,Yes,Yes,No,5,No,Yes,Yes,Yes,Yes,Yes,-1,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,No,Yes,4,No,N/A,No,4,25.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,25.00
,,17.00,Moderate Risk,NF00603,Pulse Code Modulated,pcm|L16|wav|aiff|au,Digital Audio,No,Yes,Yes,2012,6,Yes,Yes,No,5,No,No,No,N/A,No,N/A,-1,No,No,-3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,17.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,15.00
,,37.00,Low Risk,NF00739,Python Compiled Bytecode 2.0,pyc,Software and Code,No,Yes,Yes,2000,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00740,Python Compiled Bytecode 2.1,pyc,Software and Code,No,Yes,Yes,2002,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00741,Python Compiled Bytecode 2.2,pyc,Software and Code,No,Yes,Yes,2003,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00742,Python Compiled Bytecode 2.3,pyc,Software and Code,No,Yes,Yes,2005,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00743,Python Compiled Bytecode 2.4,pyc,Software and Code,No,Yes,Yes,2006,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00744,Python Compiled Bytecode 2.5,pyc,Software and Code,No,Yes,Yes,2008,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00745,Python Compiled Bytecode 2.6,pyc,Software and Code,No,Yes,Yes,2013,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00746,Python Compiled Bytecode 2.7,pyc,Software and Code,No,Yes,Yes,2020,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00747,Python Compiled Bytecode 3.0,pyc,Software and Code,No,Yes,Yes,2009,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00748,Python Compiled Bytecode 3.1,pyc,Software and Code,No,Yes,Yes,2012,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00749,Python Compiled Bytecode 3.2,pyc,Software and Code,No,Yes,Yes,2014,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00750,Python Compiled Bytecode 3.3,pyc,Software and Code,No,Yes,Yes,2017,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00751,Python Compiled Bytecode 3.4,pyc,Software and Code,No,Yes,Yes,2019,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00752,Python Compiled Bytecode 3.5,pyc,Software and Code,No,Yes,Yes,2020,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00753,Python Compiled Bytecode 3.6,pyc,Software and Code,No,Yes,Yes,2021,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,37.00,Low Risk,NF00849,Python Compiled Bytecode unspecified version,pyc,Software and Code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.00,Low Risk,0.000,-5,No transformation is needed,32.00
,,30.00,Low Risk,NF00389,Python Source Code Script,py,Software and Code,No,Yes,Yes,2024,6,Yes,Yes,Yes,2,Yes,No,No,N/A,No,N/A,1,Yes,No,1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,30.00,Low Risk,0.001,-5,No transformation is needed,25.00
,,6.00,Moderate Risk,NF00730,Qt Linguist Compiled Translation Source File,qm,Software and Code,Unknown,No,N/A,0,-3,Yes,Unknown,Unknown,-1,No,No,Unknown,Unknown,Yes,Yes,-5,Yes,No,1,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,No,Yes,4,No,N/A,No,4,6.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,6.00
,,-12.00,Moderate Risk,NF00803,QuarkXPress 3.1,qxd,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,Yes,Unknown,1,No,No,4,No,N/A,Yes,No,Unknown,-11,Yes,No,-4,No,N/A,No,4,-12.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-14.00
,,-24.00,High Risk,NF00804,QuarkXPress 3.2 for Macintosh,qxd,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,No,No,N/A,Yes,Unknown,-4,Yes,Unknown,1,Yes,No,-4,No,N/A,Yes,No,Unknown,-11,Yes,No,-4,No,N/A,No,4,-24.00,High Risk,0.000,-5,Transformation already performed at NARA,-26.00
,,-12.00,Moderate Risk,NF00805,QuarkXPress 3.3,qxd,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,Yes,Unknown,1,No,No,4,No,N/A,Yes,No,Unknown,-11,Yes,No,-4,No,N/A,No,4,-12.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-14.00
,,-8.00,Moderate Risk,NF00806,QuarkXPress 4,qxd,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,Yes,Unknown,1,No,No,4,No,N/A,Yes,Yes,Unknown,-7,Yes,No,-4,No,N/A,No,4,-8.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-10.00
,,-15.00,Moderate Risk,NF00807,QuarkXPress 5,qxd,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,Yes,Unknown,1,No,No,4,No,N/A,Yes,Yes,Unknown,-7,Yes,No,-4,Yes,Unknown,No,-3,-15.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-23.00
,,-6.00,Moderate Risk,NF00808,QuarkXPress 6,qxp,Presentation and Publishing,Yes,No,N/A,0,-3,Unknown,No,Yes,-3,No,Yes,No,N/A,Yes,Unknown,0,Yes,Unknown,1,No,No,4,Yes,Yes,Yes,Yes,Yes,2,Yes,No,-4,Yes,Unknown,No,-3,-6.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-14.00
,,13.00,Moderate Risk,NF00527,Quattro Pro Spreadsheet 7-8,wb3,Spreadsheets,Yes,No,N/A,0,-3,Yes,Yes,No,5,Yes,Yes,No,N/A,Unknown,Unknown,2,Yes,Yes,3,No,No,4,Yes,Unknown,No,Yes,Yes,6,Unknown,No,-4,No,N/A,Unknown,0,13.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,5.00
,,9.00,Moderate Risk,NF00528,"Quattro Pro Spreadsheet 9-12, X3, X4",qpw,Spreadsheets,Yes,No,N/A,0,-3,Yes,Yes,No,5,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,No,No,4,Yes,Unknown,No,Yes,Yes,6,Unknown,No,-4,No,N/A,Unknown,0,9.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,1.00
,,-15.00,Moderate Risk,NF00390,Quattro Pro Spreadsheet for DOS 1-4,wq1,Spreadsheets,Yes,No,N/A,0,-3,Unknown,No,No,0,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,No,No,Unknown,-5,Unknown,No,-4,No,N/A,Unknown,0,-15.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-23.00
,,-15.00,Moderate Risk,NF00526,Quattro Pro Spreadsheet for DOS 5.x,wq2,Spreadsheets,Yes,No,N/A,0,-3,Unknown,No,No,0,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,Yes,No,-4,Unknown,N/A,No,No,Unknown,-5,Unknown,No,-4,No,N/A,Unknown,0,-15.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-23.00
,,-5.00,Moderate Risk,NF00391,Quattro Pro Spreadsheet for Windows 1-5,wb1,Spreadsheets,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,Yes,No,-4,Yes,Unknown,No,No,Yes,2,Unknown,No,-4,No,N/A,Unknown,0,-5.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-13.00
,,-5.00,Moderate Risk,NF00529,Quattro Pro Spreadsheet for Windows 6,wb2,Spreadsheets,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,Yes,No,-4,Yes,Unknown,No,No,Yes,2,Unknown,No,-4,No,N/A,Unknown,0,-5.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-7.00
,X,23.00,Low Risk,NF00393,QuickTime File Format (MOV),mov,Digital Video,Yes,Yes,No,2016,0,Yes,Yes,No,5,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,Yes,0,23.00,Low Risk,0.010,-5,Preferred/Acceptable Format as per Transfer Guidance,23.00
,,21.00,Moderate Risk,NF00867,QuickTime Video with Apple ProRes 4444 Codec,mov,Digital Video,Yes,Yes,No,2016,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,Yes,0,21.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,19.00
,,21.00,Moderate Risk,NF00810,Radiance HDR (RGBE),hdr|pic|rgbe|xyze,Digital Still Image,No,Yes,No,0,3,Yes,No,No,2,No,Yes,No,N/A,No,N/A,3,Yes,Unknown,1,No,No,4,Yes,Yes,No,Yes,Yes,8,Unknown,Unknown,-4,No,N/A,No,4,21.00,Moderate Risk,0.000,-5,No transformation is needed,16.00
,X,9.00,Moderate Risk,NF00394,Raster Product Format,toc|ovr|l41,Geospatial,No,Yes,No,1999,3,Unknown,Unknown,No,0,No,No,No,N/A,No,N/A,-1,Yes,Yes,3,No,No,4,Yes,No,Unknown,Unknown,Yes,-4,No,No,0,No,N/A,No,4,9.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,9.00
,,5.00,Moderate Risk,NF00395,Raw Bitmap,raw|rgb|yuv,Digital Still Image,Unknown,No,N/A,0,-3,Unknown,Unknown,No,0,No,No,No,N/A,No,N/A,-1,Unknown,Unknown,-3,No,No,4,Yes,Yes,No,Yes,Yes,8,Unknown,Unknown,-4,No,N/A,No,4,5.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,3.00
,,0.00,Moderate Risk,NF00604,RealAudio,ra,Digital Audio,Yes,No,N/A,2020,-3,Unknown,No,No,0,No,Yes,Yes,Yes,No,N/A,0,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,No,0,Unknown,No,-4,No,N/A,Yes,0,0.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-2.00
,,2.00,Moderate Risk,NF00396,RealMedia,rm|rmf,Digital Audio|Digital Video,Yes,No,N/A,2016,-3,Yes,No,No,2,No,Yes,Yes,Yes,No,N/A,0,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,No,0,Unknown,No,-4,No,N/A,Yes,0,2.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,0.00
,,1.00,Moderate Risk,NF00397,RealMedia metafile,ram,Digital Audio|Digital Video,Yes,No,N/A,2016,-3,Yes,No,No,2,Yes,Yes,Unknown,Unknown,Unknown,Unknown,-1,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,No,0,Unknown,No,-4,No,N/A,Yes,0,1.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-1.00
,,34.00,Low Risk,NF00605,Resource Description Framework (RDF) XML Triple,rdf,Structured Data,No,Yes,Yes,2014,6,Yes,Yes,No,5,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,34.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,34.00
,,23.00,Low Risk,NF00398,Rich Text Format 1.0,rtf,Textual and Word Processing,Yes,Yes,No,1992,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,20.00,Moderate Risk,NF00606,Rich Text Format 1.1,rtf,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,18.00
,,23.00,Low Risk,NF00607,Rich Text Format 1.2,rtf,Textual and Word Processing,Yes,Yes,No,0,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,23.00,Low Risk,NF00608,Rich Text Format 1.3,rtf,Textual and Word Processing,Yes,Yes,No,1994,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,20.00,Moderate Risk,NF00609,Rich Text Format 1.4,rtf,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,18.00
,,23.00,Low Risk,NF00610,Rich Text Format 1.5,rtf,Textual and Word Processing,Yes,Yes,No,1997,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,23.00,Low Risk,NF00611,Rich Text Format 1.6,rtf,Textual and Word Processing,Yes,Yes,No,1999,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,23.00,Low Risk,NF00612,Rich Text Format 1.7,rtf,Textual and Word Processing,Yes,Yes,No,2001,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,23.00,Low Risk,NF00613,Rich Text Format 1.8,rtf,Textual and Word Processing,Yes,Yes,No,2004,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,23.00,Low Risk,NF00614,Rich Text Format 1.9,rtf,Textual and Word Processing,Yes,Yes,No,2008,0,Unknown,No,No,0,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,23.00,Low Risk,0.000,-5,Transformation already performed at NARA,21.00
,,20.00,Moderate Risk,NF00660,Rich Text Format unspecified version,rtf,Textual and Word Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,Moderate Risk,0.006,-5,Transformation already performed at NARA,18.00
,,-34.00,High Risk,NF00726,Rocket Book eBook format,rb,Presentation and Publishing,Yes,No,N/A,0,-3,Yes,No,Yes,-1,No,Yes,Unknown,Unknown,Yes,Unknown,-3,Yes,Unknown,1,Yes,Yes,-10,No,N/A,Unknown,Yes,No,-7,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-34.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-42.00
,,-18.00,Moderate Risk,NF00736,ROM Image,rom,Software and Code,Yes,No,N/A,0,-3,Unknown,Unknown,Yes,-3,No,No,No,N/A,Yes,Unknown,-4,Yes,No,1,Yes,Yes,-10,N/A,N/A,No,Yes,Yes,5,Yes,No,-4,No,N/A,Yes,0,-18.00,Moderate Risk,0.000,-5,No transformation is needed,-23.00
X,,20.00,Moderate Risk,NF00637,S-57 Electronic Navigation Chart,0xx,Navigational Charts|Geospatial,No,Yes,Yes,2014,6,Unknown,Yes,No,3,No,Yes,No,N/A,Unknown,Unknown,0,Yes,Yes,3,No,No,4,Yes,Unknown,Yes,Yes,Yes,0,No,No,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,20.00
,,-25.00,High Risk,NF00699,SAP BusinessObjects Report,rep,Presentation and Publishing,Yes,No,N/A,0,-3,Yes,No,No,2,No,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,No,N/A,Unknown,Yes,No,-7,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-25.00,High Risk,0.001,-5,No acceptable tools available in the marketplace,-35.00
,,-28.00,High Risk,NF00399,SAS Data File,ssd,Databases,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,No,N/A,Yes,Unknown,Unknown,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-28.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-36.00
,,-28.00,High Risk,NF00400,SAS for MS-DOS Database,ssd,Databases,Yes,No,N/A,0,-3,Unknown,Yes,No,3,Unknown,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,No,No,4,No,N/A,Yes,Unknown,Unknown,-11,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-28.00,High Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-36.00
,,11.00,Moderate Risk,NF00615,SAS Transport File Format (xport) 5,xpt,Databases,Yes,Yes,No,2021,0,Unknown,Yes,No,3,Yes,No,No,N/A,No,N/A,1,Yes,No,1,No,No,4,Yes,Yes,Yes,Yes,Yes,2,Unknown,No,-4,No,N/A,No,4,11.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,3.00
