NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),Is the format proprietary?,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification?,Has the specification been approved and published by an internationally recognized standards body?,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available?,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect significant properties?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files?,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption?,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking?,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score,Risk/Sustainability Factor Status,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,31.00,Low Risk,NF00185,eXtensible Hypertext Markup Language 1.0,xhtm|xhtml,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,-1,1,-1,0,0,-1,2,2,4,1,-2,1,-2,-2,1,0,1,1,3,2,2,2,2,2,10,2000,-4,2002,-4,-8,31.00,Low Risk,0.000,-5,5,31
,,33.00,Low Risk,NF00186,eXtensible Hypertext Markup Language 1.1,xhtm|xhtml,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,-1,1,-1,0,0,-1,2,2,4,1,-2,1,-2,-2,1,0,1,1,3,2,2,2,2,2,10,2001,-4,2010,-2,-6,33.00,Low Risk,0.000,-5,5,33
X,,44.00,Low Risk,NF00187,eXtensible Markup Language 1.0,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,-1,2,2,2,2,7,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1996,-4,2008,-2,-6,44.00,Low Risk,0.000,-5,5,44
X,,42.00,Low Risk,NF00561,eXtensible Markup Language 1.1,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,-1,2,2,2,2,7,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2006,-4,2006,-4,-8,42.00,Low Risk,0.000,-5,5,42
,,40.00,Low Risk,NF00162,eXtensible Markup Language Document Type Definition,dtd,Web Records|Software and Code|Textual and Word Processing,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,-1,1,1,0,2,3,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,2,2,10,1996,-4,2006,-4,-8,40.00,Low Risk,0.000,-5,5,40
,,42.00,Low Risk,NF00188,eXtensible Markup Language Schema,xsd,Web Records|Software and Code|Textual and Word Processing,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,-1,1,1,0,2,3,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,2,2,10,2001,-4,2012,-2,-6,42.00,Low Risk,0.000,-5,5,42
X,,44.00,Low Risk,NF00654,eXtensible Markup Language unspecified version,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1996,-4,,-4,-8,44.00,Low Risk,1.499,-5,5,44
,,33.00,Low Risk,NF00189,eXtensible Metadata Platform,xmp,Structured Data,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,1,1,1,5,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,0,0,1,2,2,2,2,0,0,6,2014,-2,2014,-2,-4,33.00,Low Risk,0.002,-5,5,33
,,44.00,Low Risk,NF00190,eXtensible Style Language 1.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,-1,2,2,2,2,7,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1996,-4,2008,-2,-6,44.00,Low Risk,0.000,-5,5,44
,,42.00,Low Risk,NF00562,eXtensible Style Language 2.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,-1,2,2,2,2,7,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2001,-4,2007,-4,-8,42.00,Low Risk,0.000,-5,5,42
,,46.00,Low Risk,NF00563,eXtensible Style Language 3.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,-1,2,2,2,2,7,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2010,-2,2017,-2,-4,46.00,Low Risk,0.000,-5,5,46
,,0.00,Moderate Risk,NF00192,FileMakerPro 7,fp7,Databases,-1,-1,2,0,0,0,0,2,2,-1,-1,2,-1,0,0,-1,1,1,0,0,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,2,0,0,0,2,2004,-4,2006,-4,-8,0.00,Moderate Risk,0.000,-5,3,-2
,,3.00,Moderate Risk,NF00690,Flash Local Shared Object (LSO),sol,Presentation and Publishing,-1,-1,-1,-2,0,-5,2,2,-1,-1,-1,1,1,0,0,-1,-1,1,1,1,0,1,0,0,0,1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,0,0,6,2005,-4,2005,-4,-8,3.00,Moderate Risk,0.001,-5,5,3
,,-8.00,Moderate Risk,NF00194,FoxPro 2.0,dbf,Databases,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,2007,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,-8.00,Moderate Risk,NF00564,FoxPro 2.5,dbf,Databases,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1993,-4,2007,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,-8.00,Moderate Risk,NF00565,FoxPro 2.6,dbf,Databases,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1994,-4,2007,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,-7.00,Moderate Risk,NF00275,FoxPro Memo,fpt,Databases,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1994,-4,2007,-4,-8,-7.00,Moderate Risk,0.000,-5,-5,-17
,,0.00,Moderate Risk,NF00663,FoxPro Report,frx,Databases,-1,-1,2,-2,0,-2,2,2,-1,2,-1,4,1,0,0,-1,1,1,0,2,-1,-1,0,0,0,-2,2,2,4,1,1,1,1,4,0,0,0,-1,-1,-1,2,-1,-1,0,-1,1994,-4,2007,-4,-8,0.00,Moderate Risk,0.023,-5,3,-2
,,-21.00,High Risk,NF00196,Fractal Image File,fif,Digital Still Image,-1,-1,-1,-2,0,-5,0,0,-1,-1,-1,-3,-1,0,0,0,0,-1,0,-2,0,0,0,0,0,0,2,2,4,-2,-2,0,-2,-6,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,-8,-21.00,High Risk,0.000,-5,-3,-29
,,-8.00,Moderate Risk,NF00197,Framework Database II,fw2|fw,Databases,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1984,-4,1988,-4,-8,-8.00,Moderate Risk,0.000,-5,-3,-16
X,,28.00,Low Risk,NF00198,Free Lossless Audio Codec (FLAC),flac,Digital Audio,2,2,-1,-2,2,3,0,2,0,2,0,4,-1,1,1,1,1,-1,1,3,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,0,2,2,8,2000,-4,2017,-2,-6,28.00,Low Risk,0.000,-5,5,28
,,-21.00,High Risk,NF00470,FujiFilm RAW,raf,Digital Still Image,-1,-1,-1,-2,-1,-5,0,2,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,2006,-4,-8,-21.00,High Risk,0.000,-5,3,-23
X,,42.00,Low Risk,NF00200,Geography Markup Language,gml,Geospatial,2,2,2,2,2,10,0,0,2,2,2,6,1,1,1,0,0,1,1,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,1,0,2,2,2,2,2,2,10,2000,-4,2012,-2,-6,42.00,Low Risk,0.000,-5,5,42
,,50.00,Low Risk,NF00831,GeoJSON,json|geojson,Geospatial,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,2,10,2008,-2,2016,-2,-4,50.00,Low Risk,0.000,-5,5,50
X,,46.00,Low Risk,NF00795,GeoPackage,gpkg,Geospatial,2,2,2,2,2,10,0,2,2,2,2,8,-1,1,0,1,1,1,1,4,1,1,1,2,2,7,2,2,4,1,1,1,-2,1,1,1,1,1,4,2,2,2,2,2,10,2014,-2,2023,0,-2,46.00,Low Risk,0.000,-5,5,46
X,,28.00,Low Risk,NF00201,Geospatial Tagged Image File Format (GeoTIFF),gtiff|tif|tiff,Geospatial|Digital Still Image,2,2,2,-2,2,6,2,2,0,2,2,8,-1,1,1,1,1,1,1,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,-1,1,1,0,2,2,0,-1,-1,2,1994,-4,2000,-4,-8,28.00,Low Risk,0.000,-5,5,28
,X,11.00,Moderate Risk,NF00202,Graphics Interchange Format 87a,gif,Digital Still Image,-1,2,2,-2,2,3,0,0,-1,2,0,1,-1,-1,-1,1,1,-1,-1,-3,-1,-1,-1,-1,2,-2,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,2,10,1987,-4,1989,-4,-8,11.00,Moderate Risk,0.000,-5,5,11
,X,23.00,Low Risk,NF00203,Graphics Interchange Format 89a,gif,Digital Still Image,-1,2,2,-2,2,3,2,2,-1,2,2,7,-1,-1,-1,1,1,-1,-1,-3,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,2,10,1989,-4,1989,-4,-8,23.00,Low Risk,0.002,-5,5,23
,X,13.00,Moderate Risk,NF00652,Graphics Interchange Format unspecified version,gif,Digital Still Image,-1,2,2,-2,2,3,2,0,-1,2,0,3,-1,-1,-1,1,1,-1,-1,-3,-1,-1,-1,-1,2,-2,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,2,10,1987,-4,1989,-4,-8,13.00,Moderate Risk,0.094,-5,5,13
,,24.00,Low Risk,NF00204,GZIP,gz|tgz,Software and Code,2,2,2,-2,2,6,2,2,2,2,2,10,-1,0,1,1,1,-1,-1,0,-1,1,-1,0,0,-1,2,2,4,1,1,1,-2,1,1,1,1,1,4,-1,2,-1,2,2,4,1992,-4,2018,0,-4,24.00,Low Risk,0.015,-5,3,22
,,-3.00,Moderate Risk,NF00566,Harvard Graphics Chart 3.0,ch3,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,0,0,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1991,-4,1995,-4,-8,-3.00,Moderate Risk,0.000,-5,-3,-11
,,-4.00,Moderate Risk,NF00206,Harvard Graphics ChartXL/Vector Graphics,cht,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1991,-4,1995,-4,-8,-4.00,Moderate Risk,0.000,-5,-3,-12
,,-4.00,Moderate Risk,NF00205,Harvard Graphics Presentation 2.0,shw,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1987,-4,1995,-4,-8,-4.00,Moderate Risk,0.000,-5,-3,-12
,,-6.00,Moderate Risk,NF00489,Harvard Graphics Presentation for Windows,prs|pr4,Presentation and Publishing,-1,-1,0,0,0,-2,0,2,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1991,-4,1995,-4,-8,-6.00,Moderate Risk,0.000,-5,-3,-14
,,-4.00,Moderate Risk,NF00490,Harvard Graphics Show 3.0,sh3,Presentation and Publishing,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,1995,-4,-8,-4.00,Moderate Risk,0.000,-5,-3,-12
,,13.00,Moderate Risk,NF00207,Hewlett Packard Vector Graphic Plotter File,plt,Presentation and Publishing,-1,-1,-1,0,-1,-4,0,2,0,2,-1,3,1,0,1,1,1,1,1,6,0,0,0,0,0,0,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,2,8,1977,-4,,-4,-8,13.00,Moderate Risk,0.000,-5,-3,5
,,20.00,Moderate Risk,NF00638,High Efficiency Image File Format (HEIF),heif|heifs,Digital Still Image,2,2,0,2,2,8,0,2,2,2,-1,5,-1,1,0,-1,0,1,-1,-1,1,1,1,2,2,7,2,2,4,1,0,0,1,2,-1,0,1,0,0,-1,2,-1,0,-1,-1,2015,-2,2017,-2,-4,20.00,Moderate Risk,0.000,-5,5,20
,,18.00,Moderate Risk,NF00639,High Efficiency Image File Format with HEVC compression (HEIC),heic|heics,Digital Still Image,2,2,0,2,2,8,0,2,2,2,-1,5,-1,1,0,-1,0,-1,-1,-3,1,1,1,2,2,7,2,2,4,1,-2,-2,1,-2,-1,0,1,0,0,-1,2,-1,0,-1,-1,2015,-2,2017,-2,0,18.00,Moderate Risk,0.000,-5,5,18
,,-5.00,Moderate Risk,NF00721,HLM Multivariate Data Matrix Format,mdm,Structured Data,-1,2,-1,-2,0,-2,0,0,-1,2,-1,0,0,1,0,-1,1,0,0,1,0,1,1,0,0,2,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,0,0,0,0,0,1985,-4,2020,0,-4,-5.00,Moderate Risk,0.000,-5,-3,-13
,,24.00,Low Risk,NF00775,HTML Components,htc,Web Records|Software and Code,-1,-1,2,2,-1,1,0,0,-1,2,-1,0,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,-2,1,1,1,1,1,4,2,2,0,0,2,6,1999,-4,2012,-2,-6,24.00,Low Risk,0.000,-5,5,24
,,40.00,Low Risk,NF00567,Hypertext Markup Language 1.0,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1993,-4,1999,-4,-8,40.00,Low Risk,0.000,-5,5,40
,,40.00,Low Risk,NF00568,Hypertext Markup Language 1.1,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1994,-4,1999,-4,-8,40.00,Low Risk,0.000,-5,5,40
,,40.00,Low Risk,NF00569,Hypertext Markup Language 2.0,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1995,-4,1997,-4,-8,40.00,Low Risk,0.000,-5,5,40
,,40.00,Low Risk,NF00570,Hypertext Markup Language 3.2,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1997,-4,1999,-4,-8,40.00,Low Risk,0.001,-5,5,40
,,42.00,Low Risk,NF00571,Hypertext Markup Language 4.0,htm|html,Web Records|Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1999,-4,2000,-4,-8,42.00,Low Risk,0.004,-5,5,42
,,40.00,Low Risk,NF00572,Hypertext Markup Language 4.01,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1999,-4,2000,-4,-8,40.00,Low Risk,0.000,-5,5,40
,,46.00,Low Risk,NF00573,Hypertext Markup Language 5,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,2014,-2,2020,0,-2,46.00,Low Risk,0.000,-5,5,46
,,46.00,Low Risk,NF00574,Hypertext Markup Language 5.1,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,2016,-2,2020,0,-2,46.00,Low Risk,0.000,-5,5,46
,,46.00,Low Risk,NF00575,Hypertext Markup Language 5.2,htm|html,Web Records|Software and Code,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,2017,-2,2020,0,-2,46.00,Low Risk,0.000,-5,5,46
,,46.00,Low Risk,NF00208,Hypertext Markup Language unspecified version,htm|html,Web Records|Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,0,0,2,6,1993,-4,2020,0,-4,46.00,Low Risk,0.238,-5,5,46
,,-15.00,High Risk,NF00717,IBM Voice Type/ViaVoice Scripts Data,2|10,Software and Code,-1,-1,-1,0,0,-3,0,0,-1,0,-1,-2,-1,0,0,-1,1,0,0,-1,0,1,1,0,0,2,2,2,4,-2,0,-2,-2,-6,0,0,0,-1,-1,0,0,0,0,0,0,1997,-4,2005,-4,-8,-15.00,High Risk,0.001,-5,5,-15
X,,30.00,Low Risk,NF00209,iCalendar,ics|ical|ifb|icalendar,Databases|Calendars,2,2,2,2,2,10,0,2,2,2,-1,5,1,1,1,0,1,1,1,6,1,0,0,-1,2,2,2,2,4,1,1,1,1,4,1,0,0,0,1,0,2,0,0,0,2,2002,-4,2018,0,-4,30.00,Low Risk,0.000,-5,3,28
,,-14.00,High Risk,NF00210,Icon file format,ico,Digital Still Image,-1,-1,0,-2,0,-4,0,2,2,2,0,6,0,-1,0,-1,1,1,1,1,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,0,0,0,-1,-1,0,0,0,0,0,0,1985,-4,,-4,-8,-14.00,High Risk,0.001,-5,5,-14
,,13.00,Moderate Risk,NF00708,Include Header File,inc,Software and Code,2,-1,-1,-2,0,-2,0,2,-1,2,-1,2,1,0,0,1,1,1,1,5,1,1,1,0,0,3,2,2,4,1,1,1,1,4,0,0,0,1,1,0,0,0,0,0,0,1970,-4,2020,0,-4,13.00,Moderate Risk,0.001,-5,5,13
,,28.00,Low Risk,NF00211,Information or Setup File,info,Software and Code,2,2,0,-2,2,4,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,-1,-1,-1,2,0,-1,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,1986,-4,2017,-2,-6,28.00,Low Risk,0.000,-5,5,28
,,7.00,Moderate Risk,NF00212,Initial Graphics Exchange Specification 5.x,igs|iges,Digital Design and Vector Graphics,2,2,2,2,2,10,0,0,-1,2,-1,0,-1,0,0,0,0,0,0,-1,1,1,-1,0,0,1,2,2,4,1,0,0,-2,-1,1,1,1,-1,2,0,0,0,0,0,0,1980,-4,1996,-4,-8,7.00,Moderate Risk,0.000,-5,3,5
,,-18.00,High Risk,NF00712,InstallShield installer archive,ex_,Software and Code,-1,-1,-1,-2,0,-5,0,0,-1,-1,-1,-3,-1,0,0,-1,1,1,-1,-1,0,1,1,0,0,2,2,2,4,-2,0,-2,-2,-6,0,0,0,-1,-1,-1,0,0,-1,0,-2,1990,-4,2010,-2,-6,-18.00,High Risk,0.001,-5,5,-18
,,2.00,Moderate Risk,NF00635,Intergraph Raster Format,crl,Navigational Charts|Geospatial,2,-1,0,-2,2,1,0,0,-1,2,-1,0,-1,0,0,0,1,1,0,1,1,1,0,2,2,6,2,2,4,1,-2,1,-2,-2,0,0,0,-1,-1,0,2,0,0,-1,1,1994,-4,1996,-4,-8,2.00,Moderate Risk,0.000,-5,3,0
,,-9.00,Moderate Risk,NF00213,Interleaf Document,ildoc|doc,Presentation and Publishing,-1,-1,2,-2,-1,-3,0,0,-1,2,-1,0,0,-1,0,-1,-1,0,0,-3,1,1,1,0,0,0,2,2,4,-2,1,1,-2,-2,0,0,0,-1,-1,0,2,0,0,0,2,1985,-4,2008,-2,-6,-9.00,Moderate Risk,0.131,-5,-5,-19
,X,27.00,Low Risk,NF00112,Internet Archive ARC,arc,Web Records,2,2,2,-2,2,6,0,2,2,2,2,8,0,1,0,1,1,1,-1,3,1,1,1,0,2,5,2,2,4,1,-2,-2,-2,-5,1,1,1,1,4,2,2,2,2,2,10,1996,-4,1996,-4,-8,27.00,Low Risk,0.000,-5,5,27
,,-8.00,Moderate Risk,NF00816,IRCAM Sound File,sf,Digital Audio,0,2,-1,-2,-1,-2,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,-2,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,2,1980,-4,,-4,-8,-8.00,Moderate Risk,0.000,-5,3,-10
,,26.00,Low Risk,NF00215,Java Archive File,jar,Software and Code,2,2,2,-2,2,6,0,2,2,2,-1,5,-1,0,1,1,1,0,0,2,0,1,-1,0,0,0,2,2,4,1,1,1,1,4,0,0,0,1,1,2,2,2,0,2,8,1995,-4,2018,0,-4,26.00,Low Risk,0.000,-5,5,26
,,7.00,Moderate Risk,NF00576,Java Class (Compiled Object Code),class,Software and Code,2,2,2,-2,2,6,2,2,-1,2,-1,4,-1,1,1,1,1,-1,0,2,-1,1,-1,2,0,1,2,2,4,-1,-2,-2,-2,-7,-1,-1,0,-1,-3,0,2,0,0,2,4,1996,-4,2020,0,-4,7.00,Moderate Risk,0.002,-5,5,7
,,-3.00,Moderate Risk,NF00703,Java Servlet Component,do,Software and Code,-1,2,2,-2,2,3,0,0,2,-1,-1,0,-1,1,0,1,1,-1,-1,0,0,1,1,0,0,2,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,0,0,0,0,0,1996,-4,2017,-2,-6,-3.00,Moderate Risk,0.001,-5,5,-3
,,29.00,Low Risk,NF00216,Java Source Code,java,Software and Code,2,2,2,-2,2,6,0,2,2,2,-1,5,1,1,1,1,1,1,-1,5,0,1,-1,0,0,0,2,2,4,1,1,1,1,4,0,0,0,1,1,2,2,2,0,2,8,1995,-4,2018,0,-4,29.00,Low Risk,0.000,-5,5,29
,,35.00,Low Risk,NF00217,JavaScript,js,Software and Code,2,2,2,-2,2,6,2,2,2,2,-1,7,1,1,1,1,1,1,1,7,0,0,0,0,0,0,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,1995,-4,2020,0,-4,35.00,Low Risk,0.010,-5,5,35
X,,45.00,Low Risk,NF00218,JavaScript Object Notation (JSON),json|txt,Structured Data,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,-1,4,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,2,10,2001,-4,2017,-2,-6,45.00,Low Risk,0.001,-5,5,45
X,X,24.00,Low Risk,NF00219,JPEG 2000 File Format,jp2,Digital Still Image,2,2,2,2,2,10,0,2,2,2,2,8,-1,0,1,1,1,-1,-1,0,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,-1,0,0,1,0,-1,2,0,0,0,1,2000,-4,2019,0,-4,24.00,Low Risk,0.000,-5,5,24
,,34.00,Low Risk,NF00220,JPEG File Interchange Format 1.00,jpg|jpeg,Digital Still Image,2,2,2,2,2,10,2,2,-1,2,2,7,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,34.00,Low Risk,0.002,-5,5,34
